,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,income_to_debt,late_payment_flag,"age_group_(30, 40]","age_group_(40, 50]","age_group_(50, 60]","age_group_(60, 100]",SeriousDlqin2yrs,default_probability,risk_score
4878,0.017512196,56,0,5.0,5400.0,10,0,1,0,5.0,900.0,0,False,False,True,False,0,0.03,3.0
105104,0.558110472,42,0,0.038080334,3833.0,4,0,0,0,4.0,3692.392461795736,0,False,True,False,False,0,0.21,21.0
136068,0.103714071,58,0,0.234177854,9906.0,26,0,2,0,0.0,8026.395845537511,0,False,False,True,False,0,0.03,3.0
97011,0.0,39,0,0.0,5400.0,2,0,0,0,0.0,5400.0,0,True,False,False,False,0,0.0,0.0
43823,0.054696594,59,0,0.264021247,6400.0,18,0,1,0,3.0,5063.206030111929,0,False,False,True,False,0,0.0,0.0
91958,0.372319763,78,0,0.517775752,5484.0,6,0,1,0,0.0,3613.1819821035065,0,False,False,False,True,0,0.03,3.0
131782,0.014715048,67,0,0.511622094,4000.0,6,0,1,0,0.0,2646.1640219979477,0,False,False,False,True,0,0.0,0.0
127082,0.084037973,71,0,1.092529389,2636.0,18,0,2,0,0.0,1259.7194638493079,0,False,False,False,True,0,0.04,4.0
40206,0.022244284,58,0,0.078427016,4500.0,8,0,0,0,2.0,4172.744129399666,0,False,False,True,False,0,0.0,0.0
22619,0.082638256,52,0,5.0,5400.0,18,0,2,0,2.0,900.0,0,False,False,True,False,0,0.0,0.0
121045,0.9999999,43,1,0.761809548,4000.0,6,0,1,0,2.0,2270.3929630423368,1,False,True,False,False,0,0.1,10.0
114675,0.007189449,40,0,0.299041336,9700.0,11,0,2,0,2.0,7467.044913188198,0,True,False,False,False,0,0.03,3.0
50068,0.119103305,56,0,0.497229917,4331.0,16,0,2,0,1.0,2892.67530044953,0,False,False,True,False,0,0.01,1.0
120939,0.028529421,56,0,5.0,5400.0,12,0,2,0,0.0,900.0,0,False,False,True,False,0,0.02,2.0
116661,0.064853437,56,0,5.0,5400.0,6,0,3,0,3.0,900.0,0,False,False,True,False,0,0.01,1.0
141701,0.005965246,68,1,5.0,5400.0,9,0,0,0,0.0,900.0,1,False,False,False,True,0,0.02,2.0
91979,0.027762241,48,0,0.250121497,6172.0,7,0,1,0,1.0,4937.1201237730575,0,False,True,False,False,0,0.02,2.0
112844,0.191137775,45,2,1.228532485,2200.0,11,0,1,0,2.0,987.1967381260769,1,False,True,False,False,0,0.1,10.0
75102,0.9999999,42,0,5.0,5400.0,5,0,2,0,0.0,900.0,0,False,True,False,False,0,0.08,8.0
72217,0.9999999,49,1,1.117339529,3442.0,5,0,1,0,2.0,1625.624966075056,1,False,True,False,False,0,0.2,20.0
103667,0.256510533,29,1,5.0,0.0,17,0,9,0,1.0,0.0,1,False,False,False,False,1,0.33,33.0
130710,0.024931671,39,0,0.555737705,4879.0,6,0,3,0,2.0,3136.1327711730173,0,True,False,False,False,0,0.05,5.0
65093,0.041247422,54,0,0.002279818,8333.0,3,0,0,0,0.0,8314.045489440354,0,False,False,True,False,0,0.01,1.0
64067,0.625966251,40,0,0.043387199,48700.0,11,0,2,0,0.0,46674.90654157431,0,True,False,False,False,0,0.09,9.0
123514,0.003349833,57,0,0.253005041,5157.0,2,0,1,0,1.0,4115.705708481662,0,False,False,True,False,0,0.01,1.0
116221,0.003555845,79,0,5.0,5400.0,11,0,1,0,0.0,900.0,0,False,False,False,True,0,0.0,0.0
100594,0.0,21,0,0.0,5400.0,1,0,0,0,0.0,5400.0,0,False,False,False,False,0,0.0,0.0
96162,0.289095196,49,0,0.505382997,8080.0,24,0,2,0,2.0,5367.404850527882,0,False,True,False,False,0,0.06,6.0
51513,0.514817451,48,0,0.764411811,6400.0,19,0,1,0,1.0,3627.2711166973704,0,False,True,False,False,0,0.1,10.0
136065,0.002367408,40,0,0.585828343,1001.0,12,0,0,0,0.0,631.2158591555707,0,True,False,False,False,0,0.07,7.0
70329,0.17259292,60,0,0.144097679,19000.0,12,0,2,0,0.0,16606.973642850997,0,False,False,True,False,0,0.0,0.0
80235,0.172293148,50,0,0.829564682,6500.0,21,0,4,0,0.0,3552.7576936468213,0,False,True,False,False,0,0.06,6.0
60890,0.104464253,50,0,0.48193096,7415.0,20,0,2,0,2.0,5003.606915668999,0,False,True,False,False,0,0.0,0.0
50188,0.052907426,38,0,0.410797744,6204.0,12,0,1,0,3.0,4397.511993753231,0,True,False,False,False,0,0.02,2.0
18349,0.038919167,32,0,0.158508159,8150.0,5,0,1,0,2.0,7034.909453753791,0,True,False,False,False,0,0.0,0.0
75231,0.006891076,87,0,0.005994006,1000.0,10,0,0,0,0.0,994.0417080377713,0,False,False,False,True,0,0.0,0.0
92383,0.442092985,51,0,5.0,5400.0,5,0,1,0,0.0,900.0,0,False,False,True,False,0,0.07,7.0
142621,0.034938062,79,0,0.006268437,8135.0,3,0,0,0,0.0,8084.323924789863,0,False,False,False,True,0,0.0,0.0
58079,0.139057396,41,0,0.046804527,11750.0,5,0,0,0,2.0,11224.63621137932,0,False,True,False,False,0,0.0,0.0
378,0.186890655,54,0,0.655589124,3640.0,7,0,1,0,1.0,2198.6131385096005,0,False,False,True,False,0,0.02,2.0
42027,0.509936183,38,0,0.801389327,3166.0,7,0,2,0,1.0,1757.5323404811093,0,True,False,False,False,0,0.02,2.0
97215,0.070283889,57,0,0.53444789,7416.0,9,0,3,0,1.0,4833.008698653168,0,False,False,True,False,0,0.0,0.0
105729,0.481633336,52,0,0.313835771,5333.0,3,0,1,0,0.0,4059.1070190918103,0,False,False,True,False,0,0.0,0.0
77482,0.287054067,39,1,0.368283777,5750.0,15,0,2,0,0.0,4202.344642722458,1,True,False,False,False,0,0.04,4.0
9459,0.538991525,41,5,1.279906698,3000.0,10,1,2,0,3.0,1315.8433205322335,1,False,True,False,False,1,0.43,43.0
1966,0.335712013,41,0,0.648859731,3200.0,3,0,2,0,0.0,1940.7351273350978,0,False,True,False,False,0,0.06,6.0
135291,0.0,30,1,0.678464307,5000.0,13,0,2,0,0.0,2978.913509895686,1,False,False,False,False,0,0.1,10.0
102720,0.114706004,80,0,0.117110544,2740.0,2,0,0,0,0.0,2452.7563675023375,0,False,False,False,True,0,0.0,0.0
74832,0.0,56,0,0.733152828,3323.0,12,0,1,0,1.0,1917.3150493800538,0,False,False,True,False,0,0.02,2.0
126477,0.029424906,69,0,0.486895925,6600.0,10,0,1,0,0.0,4438.777381140512,0,False,False,False,True,0,0.01,1.0
65362,0.023462917,41,0,0.532546745,10000.0,10,0,3,0,0.0,6525.086450136306,0,False,True,False,False,0,0.03,3.0
31599,0.195287886,31,0,5.0,5400.0,6,0,0,0,0.0,900.0,0,True,False,False,False,0,0.03,3.0
88375,0.047908462,64,0,0.310384231,7000.0,13,0,3,0,0.0,5341.944625400487,0,False,False,False,True,0,0.0,0.0
51909,0.234588471,73,0,0.607874016,634.0,8,0,1,0,0.0,394.3095004279241,0,False,False,False,True,0,0.06,6.0
89820,0.487216112,31,0,0.143245342,2575.0,7,0,0,0,0.0,2252.359931329596,0,True,False,False,False,0,0.01,1.0
24011,0.125554653,28,0,0.44761508,4800.0,5,0,2,0,0.0,3315.7985615900047,0,False,False,False,False,0,0.07,7.0
75576,0.725116039,45,0,0.52308528,1840.0,8,0,0,0,3.0,1208.0741795364208,0,False,True,False,False,0,0.16,16.0
99094,0.076352576,93,0,0.027941553,3900.0,2,0,0,0,0.0,3793.990026590549,0,False,False,False,True,0,0.0,0.0
104667,0.036761211,57,0,0.202425736,15417.0,22,0,2,0,0.0,12821.581856095603,0,False,False,True,False,0,0.01,1.0
85147,0.66189968,64,1,0.277611652,10366.0,11,1,1,0,0.0,8113.5765972178215,1,False,False,False,True,0,0.2,20.0
124521,0.720249045,37,0,0.608956854,1830.0,18,0,0,0,3.0,1137.3828921828874,0,True,False,False,False,0,0.24,24.0
13228,0.335748245,49,0,0.199609306,5630.0,8,0,0,0,2.0,4693.194669165063,0,False,True,False,False,0,0.0,0.0
11133,0.365649586,45,0,0.278418705,6500.0,7,0,1,0,3.0,5084.406207901972,0,False,True,False,False,0,0.01,1.0
7492,0.144547041,51,0,0.539878731,8575.0,12,0,1,0,1.0,5568.620325336516,0,False,False,True,False,0,0.02,2.0
134582,0.091311998,60,1,0.106532737,13638.0,14,0,1,0,0.0,12324.985555307616,1,False,False,True,False,0,0.01,1.0
68554,0.788289896,26,0,0.427857589,1600.0,11,1,0,0,0.0,1120.559930014141,0,False,False,False,False,0,0.36,36.0
66841,0.199956046,27,0,0.19046058,6100.0,10,0,0,0,1.0,5124.067190868261,0,False,False,False,False,0,0.0,0.0
52386,0.798345492,57,0,5.0,5400.0,20,0,2,0,0.0,900.0,0,False,False,True,False,0,0.02,2.0
10693,0.026996625,23,0,0.007308161,820.0,4,0,0,0,0.0,814.0507857952318,0,False,False,False,False,0,0.0,0.0
132900,0.164391463,35,0,0.01561524,1600.0,2,0,0,0,0.0,1575.399754733889,0,True,False,False,False,0,0.0,0.0
21003,0.819601087,54,0,5.0,8500.0,35,0,2,0,0.0,1416.6666666666667,0,False,False,True,False,0,0.25,25.0
139450,0.011332956,47,0,0.001176332,8500.0,2,0,0,0,1.0,8490.012926114598,0,False,True,False,False,0,0.0,0.0
68110,0.112559113,52,0,0.371942778,6500.0,18,0,1,0,0.0,4737.806929145845,0,False,False,True,False,0,0.0,0.0
24339,0.207056117,37,1,0.532917063,7366.0,17,0,1,0,2.0,4805.2175670772085,1,True,False,False,False,0,0.03,3.0
37983,0.138212172,67,0,5.0,5400.0,13,0,0,0,3.0,900.0,0,False,False,False,True,0,0.02,2.0
127073,0.9999999,44,1,0.399580021,6666.0,7,2,1,0,1.0,4762.857357192869,1,False,True,False,False,1,0.61,61.0
135636,0.318015336,38,0,0.446901517,3888.0,20,0,1,0,4.0,2687.1213792500293,0,True,False,False,False,0,0.04,4.0
103829,0.007607175,45,0,0.00659868,5000.0,5,0,0,0,1.0,4967.222885688664,0,False,True,False,False,0,0.0,0.0
57137,0.9999999,37,0,0.0,4690.0,1,0,0,0,0.0,4690.0,0,True,False,False,False,0,0.04,4.0
30174,0.362145618,35,0,0.279696041,7500.0,10,0,0,0,0.0,5860.766744374104,0,True,False,False,False,0,0.0,0.0
71498,0.0,73,0,0.201996323,7613.0,3,0,2,0,0.0,6333.63002392479,0,False,False,False,True,0,0.08,8.0
949,0.040547951,74,0,0.020736901,5400.0,5,0,0,0,0.0,5290.295662584261,0,False,False,False,True,0,0.0,0.0
29755,0.584351322,54,0,5.0,5400.0,3,0,1,0,0.0,900.0,0,False,False,True,False,0,0.03,3.0
108995,0.084416512,38,0,0.105910956,6580.0,7,0,0,0,0.0,5949.846110395167,0,True,False,False,False,0,0.01,1.0
5491,0.192194427,46,1,0.611997144,4200.0,9,0,1,0,2.0,2605.4636732036292,1,False,True,False,False,0,0.02,2.0
72292,0.029271663,42,0,0.18064247,4793.0,6,0,1,0,1.0,4059.654062757881,0,False,True,False,False,0,0.0,0.0
86835,0.01379954,62,0,5.0,5400.0,2,0,0,0,0.0,900.0,0,False,False,False,True,0,0.0,0.0
138011,0.389547097,44,3,0.512801756,4100.0,11,0,2,0,1.0,2710.203094185197,1,False,True,False,False,0,0.09,9.0
14499,1.194825559,59,0,0.409217102,1800.0,3,3,1,3,0.0,1277.30496418571,0,False,False,True,False,1,0.7,70.0
26203,0.466613355,28,0,0.14474651,1360.0,4,0,0,0,0.0,1188.0359434334505,0,False,False,False,False,0,0.03,3.0
77615,0.072850169,67,0,1.012435991,4100.0,9,0,2,0,1.0,2037.3318795410073,0,False,False,False,True,0,0.01,1.0
24845,0.850271658,64,0,0.513302487,6915.0,4,0,1,0,0.0,4569.476399730519,0,False,False,False,True,0,0.02,2.0
59493,0.086451926,73,0,5.0,5400.0,5,0,0,0,0.0,900.0,0,False,False,False,True,0,0.0,0.0
44032,0.012449378,24,0,5.0,5400.0,1,0,0,0,0.0,900.0,0,False,False,False,False,0,0.03,3.0
114111,0.001703672,67,0,0.422915417,5000.0,7,0,2,0,2.0,3513.9123100807615,0,False,False,False,True,0,0.0,0.0
68984,0.999597342,32,0,0.273678836,3916.0,12,0,0,0,0.0,3074.5584281656384,0,True,False,False,False,0,0.25,25.0
123138,0.0,59,1,0.227422615,9400.0,14,0,1,0,1.0,7658.323942483331,1,False,False,True,False,0,0.1,10.0
149911,0.728363561,66,1,0.625858465,3348.0,7,0,1,0,0.0,2059.2198349811465,1,False,False,False,True,0,0.05,5.0
148382,0.960856616,56,1,0.248805586,2720.0,10,1,0,0,1.0,2178.0812245662073,1,False,False,True,False,1,0.32,32.0
76987,0.017392351,54,0,0.274483678,1500.0,7,0,0,0,0.0,1176.9472029284004,0,False,False,True,False,0,0.01,1.0
99912,0.0,75,0,0.0,3900.0,6,0,0,0,0.0,3900.0,0,False,False,False,True,0,0.0,0.0
16107,0.464688971,29,0,0.13034188,6083.0,9,0,0,0,0.0,5381.557657582323,0,False,False,False,False,0,0.01,1.0
9502,0.030298485,37,0,0.314575412,3944.0,7,0,1,0,1.0,3000.2082527921193,0,True,False,False,False,0,0.0,0.0
10870,0.008922443,50,0,2.479927284,6600.0,16,0,3,0,0.0,1896.5913541772732,0,False,True,False,False,0,0.1,10.0
57862,0.629229766,54,0,2.298507463,200.0,6,0,0,0,1.0,60.633484157134376,0,False,False,True,False,0,0.1,10.0
61112,0.089710762,56,0,5.0,5400.0,13,0,0,0,0.0,900.0,0,False,False,True,False,0,0.0,0.0
40011,0.016449589,38,0,0.051561912,7970.0,3,0,0,0,0.0,7579.201860631864,0,True,False,False,False,0,0.02,2.0
20489,0.0,61,0,0.240268552,14000.0,7,0,3,0,0.0,11287.877917588286,0,False,False,False,True,0,0.0,0.0
77363,0.072531575,57,0,0.071380471,1484.0,12,0,0,0,0.0,1385.1288502719033,0,False,False,True,False,0,0.02,2.0
5614,0.183639089,51,0,5.0,5400.0,13,0,1,0,0.0,900.0,0,False,False,True,False,0,0.0,0.0
71707,0.062492951,40,0,1.011247188,4000.0,15,0,3,0,1.0,1988.8157079178475,0,True,False,False,False,0,0.04,4.0
110429,0.00349965,32,0,0.95430945,1925.0,9,0,1,0,3.0,985.002656564957,0,True,False,False,False,0,0.02,2.0
66970,0.0,44,0,0.401638357,8300.0,4,0,2,0,4.0,5921.641597883297,0,False,True,False,False,0,0.0,0.0
103167,0.001619165,54,0,0.571618921,1500.0,11,0,0,0,0.0,954.429842983546,0,False,False,True,False,0,0.08,8.0
58393,0.084688547,67,0,0.728930169,5813.0,13,0,2,0,0.0,3362.1947862487677,0,False,False,False,True,0,0.0,0.0
47167,0.456154172,48,0,0.03124566,7200.0,1,0,0,0,2.0,6981.847564817873,0,False,True,False,False,0,0.12,12.0
109110,0.024560965,27,0,1.432783608,2000.0,5,1,1,0,0.0,822.1035333447544,0,False,False,False,False,1,0.18,18.0
26379,0.237083484,49,0,5.0,5400.0,18,0,1,0,0.0,900.0,0,False,True,False,False,0,0.0,0.0
62851,0.036178564,76,0,0.342841909,3750.0,16,0,2,0,0.0,2792.5848715822285,0,False,False,False,True,0,0.0,0.0
112812,0.0,30,0,5.0,5400.0,4,0,0,0,0.0,900.0,0,False,False,False,False,0,0.0,0.0
15838,0.052907443,65,0,0.055403303,13500.0,4,0,0,0,0.0,12791.318694593852,0,False,False,False,True,0,0.0,0.0
62516,0.020845934,69,0,0.155384176,3500.0,3,0,0,0,0.0,3029.295426320604,0,False,False,False,True,0,0.0,0.0
98436,0.010351033,72,0,5.0,5400.0,36,0,2,0,0.0,900.0,0,False,False,False,True,0,0.01,1.0
109544,0.335988,46,0,0.523052209,6224.0,7,0,2,0,0.0,4086.5309562083435,0,False,True,False,False,0,0.03,3.0
32102,0.021894278,63,0,0.449275362,5864.0,9,0,2,0,0.0,4046.160000890155,0,False,False,False,True,0,0.02,2.0
28201,0.10708913,64,0,0.407858861,12469.0,23,0,3,0,1.0,8856.711667207384,0,False,False,False,True,0,0.04,4.0
52639,0.04799616,33,0,5.0,5400.0,2,0,1,0,0.0,900.0,0,True,False,False,False,0,0.02,2.0
86738,0.118588927,54,0,0.072372865,10362.0,8,0,1,0,0.0,9662.683883744112,0,False,False,True,False,0,0.0,0.0
13380,0.204431823,60,0,0.04269573,10000.0,6,0,0,0,1.0,9590.525512174103,0,False,False,True,False,0,0.02,2.0
20590,0.165060318,67,0,0.343914021,4000.0,11,0,1,0,0.0,2976.3808826279073,0,False,False,False,True,0,0.01,1.0
6059,0.048870542,63,0,0.195322196,10474.0,5,0,2,0,1.0,8762.491012925188,0,False,False,False,True,0,0.0,0.0
73282,0.757471736,51,0,0.284708533,3550.0,4,0,0,0,1.0,2763.272687004096,0,False,False,True,False,0,0.05,5.0
7847,0.103508878,36,0,0.385589594,5842.0,8,0,2,0,3.0,4216.255682994109,0,True,False,False,False,0,0.01,1.0
114102,0.125485783,55,1,0.312306853,5500.0,22,0,1,0,0.0,4191.092950118124,1,False,False,True,False,0,0.06,6.0
64066,0.000124415,59,0,5.0,5400.0,8,0,1,0,1.0,900.0,0,False,False,True,False,0,0.0,0.0
147004,0.712050745,43,0,0.657153245,5500.0,20,0,2,0,1.0,3318.944712322004,0,False,True,False,False,0,0.34,34.0
114480,0.20901617,36,0,0.381667449,6392.0,12,0,2,0,2.0,4626.294123543472,0,True,False,False,False,0,0.01,1.0
83909,0.026129095,55,1,0.367650588,12500.0,23,0,2,0,2.0,9139.76136132806,1,False,False,True,False,0,0.06,6.0
101373,0.070388792,60,0,5.0,5400.0,6,0,1,0,0.0,900.0,0,False,False,True,False,0,0.0,0.0
36930,0.021895797,57,0,5.0,5400.0,8,0,1,0,0.0,900.0,0,False,False,True,False,0,0.0,0.0
50488,0.058379562,64,0,5.0,5400.0,9,0,0,0,0.0,900.0,0,False,False,False,True,0,0.03,3.0
14468,0.189950924,58,0,0.289630119,9083.0,13,0,2,0,1.0,7043.1047369172065,0,False,False,True,False,0,0.0,0.0
75078,0.085104103,38,0,5.0,5400.0,7,0,1,0,0.0,900.0,0,True,False,False,False,0,0.0,0.0
41660,0.9999999,63,0,0.315698573,11000.0,5,0,2,0,2.0,8360.577586489486,0,False,False,False,True,0,0.03,3.0
51285,0.9999999,79,0,5.0,5400.0,1,0,1,0,0.0,900.0,0,False,False,False,True,0,0.03,3.0
136572,0.030458157,73,0,0.403942294,7000.0,8,0,3,0,1.0,4985.959914389473,0,False,False,False,True,0,0.01,1.0
141621,0.084212281,78,1,5.0,5400.0,4,0,1,0,0.0,900.0,1,False,False,False,True,0,0.0,0.0
99944,0.788249625,38,1,0.600127389,7849.0,17,0,2,0,3.0,4905.234454430053,1,True,False,False,False,0,0.19,19.0
73035,0.0,59,0,0.0,5750.0,3,0,0,0,0.0,5750.0,0,False,False,True,False,0,0.0,0.0
105166,1.060967988,57,2,0.314037193,3333.0,2,0,0,0,0.0,2536.457885480872,1,False,False,True,False,0,0.31,31.0
57280,0.116237799,47,1,5.0,5400.0,23,0,2,0,0.0,900.0,1,False,True,False,False,0,0.08,8.0
105215,0.9999999,29,0,0.0,1700.0,1,0,0,0,0.0,1700.0,0,False,False,False,False,0,0.09,9.0
101380,0.538922156,32,0,0.004514673,1771.0,1,0,0,0,0.0,1763.0404488874997,0,True,False,False,False,0,0.09,9.0
115960,0.003649939,47,0,0.179277108,6224.0,7,0,1,0,1.0,5277.809564671037,0,False,True,False,False,0,0.01,1.0
3166,0.031124444,66,0,5.0,5400.0,7,0,1,0,1.0,900.0,0,False,False,False,True,0,0.0,0.0
39706,0.658544156,53,0,0.951917573,5240.0,17,0,4,1,1.0,2684.5395894184103,0,False,False,True,False,1,0.23,23.0
95641,0.745093532,31,0,0.571154308,4166.0,11,0,1,0,0.0,2651.553688130803,0,True,False,False,False,0,0.07,7.0
121710,0.300021806,74,1,0.295710121,2400.0,11,0,1,0,0.0,1852.266152052385,1,False,False,False,True,0,0.03,3.0
59436,0.0,67,0,0.003498251,2000.0,6,0,0,0,0.0,1993.027888197087,0,False,False,False,True,0,0.0,0.0
116507,0.003116843,46,2,0.418681913,12942.0,14,0,3,0,2.0,9122.552336367173,1,False,True,False,False,0,0.07,7.0
34412,0.9999999,33,0,0.830939829,5500.0,12,0,2,0,1.0,3003.921763504332,0,True,False,False,False,0,0.24,24.0
147040,0.003771321,26,0,0.231896935,2250.0,4,0,0,0,0.0,1826.4514961229286,0,False,False,False,False,0,0.0,0.0
81716,0.017636813,69,0,0.018691589,3958.0,11,0,0,0,0.0,3885.3761459691414,0,False,False,False,True,0,0.0,0.0
226,1.953488372,38,0,0.153500141,3556.0,5,0,0,0,2.0,3082.791127287777,0,True,False,False,False,1,0.38,38.0
23192,0.0,72,0,0.283648658,13900.0,10,0,2,0,0.0,10828.508185142357,0,False,False,False,True,0,0.01,1.0
67284,0.183431131,54,0,0.235874848,6583.0,9,0,1,0,0.0,5326.591127453708,0,False,False,True,False,0,0.0,0.0
821,0.178964154,56,0,0.552930754,6772.0,6,0,1,0,1.0,4360.786842914182,0,False,False,True,False,0,0.0,0.0
25882,0.015811512,58,0,5.0,5400.0,4,0,0,0,0.0,900.0,0,False,False,True,False,0,0.0,0.0
101068,0.167737773,75,1,1.009223674,1300.0,8,0,1,0,0.0,647.0160673609502,1,False,False,False,True,0,0.01,1.0
42210,1.156146179,43,0,5.0,5400.0,5,0,1,0,0.0,900.0,0,False,True,False,False,0,0.21,21.0
82730,0.703877747,58,0,0.263838297,14000.0,11,0,0,0,3.0,11077.366490026532,0,False,False,True,False,0,0.04,4.0
74523,0.0,76,0,1.0,5400.0,2,0,0,0,0.0,2700.0,0,False,False,False,True,0,0.0,0.0
94268,0.752234316,47,0,0.443575419,2684.0,10,0,1,0,2.0,1859.272445813238,0,False,True,False,False,1,0.02,2.0
44274,0.025450801,74,0,0.31404848,7466.0,14,0,1,0,2.0,5681.677741448321,0,False,False,False,True,0,0.03,3.0
87324,0.010009462,86,1,0.000633312,9473.0,9,0,0,0,0.0,9467.004432488851,1,False,False,False,True,0,0.0,0.0
148330,0.137196324,47,1,0.724629499,7084.0,10,0,2,0,2.0,4107.548899115752,1,False,True,False,False,1,0.01,1.0
136764,0.0,22,0,0.012180268,820.0,2,0,0,0,0.0,810.1323706104889,0,False,False,False,False,0,0.0,0.0
120991,0.015212865,59,0,0.151041054,8500.0,9,0,1,0,0.0,7384.619315237735,0,False,False,True,False,0,0.0,0.0
19141,0.210299106,63,0,5.0,5400.0,7,0,2,0,0.0,900.0,0,False,False,False,True,0,0.0,0.0
119189,0.242737738,45,0,0.304829871,7846.0,8,0,2,0,4.0,6013.044439262381,0,False,True,False,False,0,0.01,1.0
148180,0.0,56,0,5.0,5400.0,6,0,1,0,5.0,900.0,0,False,False,True,False,0,0.0,0.0
128764,0.05676666,26,0,5.0,5400.0,7,0,0,0,0.0,900.0,0,False,False,False,False,0,0.01,1.0
93111,0.981517952,54,7,0.506766917,3324.0,10,0,1,0,1.0,2206.0479046209375,1,False,False,True,False,1,0.42,42.0
116460,0.9999999,90,0,5.0,5400.0,0,0,0,0,0.0,900.0,0,False,False,False,True,0,0.0,0.0
127757,0.289939075,60,1,0.765489674,1500.0,16,0,0,0,0.0,849.6226412933413,1,False,False,True,False,0,0.04,4.0
74827,0.911941165,35,0,0.589483612,4240.0,7,0,1,0,1.0,2667.5330075690017,0,True,False,False,False,1,0.04,4.0
142066,0.590277268,66,1,0.458756874,6000.0,9,0,1,0,0.0,4113.09115791697,1,False,False,False,True,0,0.03,3.0
118238,0.9999999,36,0,0.0,4975.0,0,0,0,0,0.0,4975.0,0,True,False,False,False,0,0.2229047619047619,22.0
90657,0.0,73,3,0.065993598,4060.0,13,0,1,0,0.0,3808.653267352925,1,False,False,False,True,0,0.16,16.0
64231,0.9999999,64,0,0.491131893,3100.0,5,0,3,0,0.0,2078.9576123699744,0,False,False,False,True,0,0.05,5.0
144540,0.19679016,74,0,0.146829201,7300.0,3,0,1,0,0.0,6365.376809061561,0,False,False,False,True,0,0.01,1.0
99293,0.183477619,70,0,1.259474053,10000.0,14,0,9,0,0.0,4425.808734879063,0,False,False,False,True,0,0.08,8.0
80282,0.9999999,26,0,0.149023171,2200.0,3,0,0,0,0.0,1914.6698304485278,0,False,False,False,False,0,0.03,3.0
147676,0.144988493,87,0,5.0,5400.0,1,0,0,0,0.0,900.0,0,False,False,False,True,0,0.0,0.0
65235,0.525810538,59,0,5.0,5400.0,3,0,1,0,0.0,900.0,0,False,False,True,False,0,0.0,0.0
31895,0.0,24,0,0.0,0.0,1,0,0,0,0.0,0.0,0,False,False,False,False,0,0.0,0.0
77992,0.419186106,45,0,0.587948954,7600.0,13,0,1,0,2.0,4786.048053280181,0,False,True,False,False,1,0.09,9.0
73893,0.015282054,70,0,0.244503664,1500.0,6,0,0,0,0.0,1205.299786084037,0,False,False,False,True,0,0.0,0.0
90202,0.9999999,24,1,0.036654449,3000.0,4,2,0,0,0.0,2893.9247816800716,1,False,False,False,False,1,0.56,56.0
81653,0.03053654,78,0,0.011358473,2200.0,5,0,0,0,0.0,2175.292004499773,0,False,False,False,True,0,0.05,5.0
89435,0.025294801,61,0,0.359261142,5900.0,11,0,1,0,0.0,4340.593442786728,0,False,False,False,True,0,0.0,0.0
126741,0.673069936,59,1,0.436351706,7619.0,10,0,2,0,0.0,5304.411146778002,1,False,False,True,False,0,0.13,13.0
6095,0.163968692,55,0,0.250188395,27866.0,24,0,1,0,3.0,22289.440624666815,0,False,False,True,False,0,0.0,0.0
110241,0.033728464,50,0,1.281874795,3050.0,12,0,3,0,0.0,1336.6202241608964,0,False,True,False,False,0,0.01,1.0
77182,0.05107604,66,1,5.0,5400.0,11,0,1,0,0.0,900.0,1,False,False,False,True,0,0.02,2.0
129824,0.063358284,62,0,0.206410411,8298.0,12,0,1,0,1.0,6878.256291838317,0,False,False,False,True,0,0.0,0.0
65730,0.0,51,0,0.319278418,4600.0,9,0,3,0,2.0,3486.7545297781107,0,False,False,True,False,0,0.1,10.0
49332,0.157338874,58,2,5.0,5400.0,10,0,1,0,0.0,900.0,1,False,False,True,False,1,0.1,10.0
3222,0.9999999,45,0,0.20607243,8200.0,3,0,1,0,0.0,6798.928319752736,0,False,True,False,False,0,0.01,1.0
90706,0.41093712,33,0,0.199829206,8196.0,11,0,0,0,4.0,6830.9722408940925,0,True,False,False,False,0,0.0,0.0
57555,0.022162973,42,0,5.0,5400.0,6,0,1,0,0.0,900.0,0,False,True,False,False,0,0.0,0.0
23017,0.18168532,63,0,0.347896816,4302.0,6,0,1,0,0.0,3191.638965931054,0,False,False,False,True,0,0.04,4.0
29384,0.012590422,53,0,0.23272403,11214.0,7,0,2,0,0.0,9096.9265846144,0,False,False,True,False,0,0.0,0.0
